place_id,review_text,rating,time,relative_time_description,language
ChIJFxAtuCwFdkgRk7VsjVRasi8,"This Boots is on the main street which is handy, but the inside is a different story. Everything feels cramped and cluttered, making it really difficult to find what you need. The aisles are narrow and products aren't well organised. I couldn't find any staff when I needed help either. To top it off, click and collect told me to go to the basement but it's actually on the second floor. Great location, but frustrating shopping experience overall.",2,1768003035,3 weeks ago,en
ChIJFxAtuCwFdkgRk7VsjVRasi8,You can’t go wrong with Boots. The chemists here are always helpful and knowledgeable. The American drug stores like CVS which is abysmal could take customer relations lessons from BOOTS. For Americans who are suffering from a toothache menstrual cramps etc Boots has paracetamol with codeine without prescription. The chemist shares the contraindications but if you are in a pickle this medicine will help.,5,1764439471,2 months ago,en
ChIJFxAtuCwFdkgRk7VsjVRasi8,"It was a great shopping experience! The store is large and worth visiting, and the service is excellent.",4,1764012571,2 months ago,en
ChIJFxAtuCwFdkgRk7VsjVRasi8,"I visited the Boots Opticians at 361 Oxford Street, London today to have my glasses repaired, and I was assisted by Irute. She provided outstanding service with a perfect balance of professionalism, skill, and genuine kindness. Irute handled the repair efficiently and with great care, making the entire experience smooth and reassuring. I left feeling very satisfied and grateful for her help. I truly had a great experience and cannot thank her enough. Highly recommended!",5,1766833565,a month ago,en
ChIJFxAtuCwFdkgRk7VsjVRasi8,"Located near Bond Street station. Busy store with lots of tourist, 3 floors with branded makeup counters on ground floor with no customer payment area. Upstairs for healthcare area pharmacy and opticians. Basement for beauty sections. Seems to be well stocked at all times. Self check out counter with no queues.",4,1741540906,11 months ago,en
ChIJl8KNv0AFdkgRWiYH-JQbAFs,"I’ve been going to Marisa for the past 4 years, and I honestly don’t trust anyone else with my hair! Every time I leave her chair, I feel like a brand new person. She always gives me the most beautiful balayage with perfectly blended, natural looking highlights and soft, bouncy waves.

Her attention to detail is unmatched, she always listens to what I want and knows exactly how to make my hair look its absolute best. She’s professional, amazing, and so talented. I get compliments on my hair all the time thanks to her work. I couldn’t recommend her enough!! ❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️",5,1749647421,8 months ago,en
ChIJl8KNv0AFdkgRWiYH-JQbAFs,"I went to Joseph Salon today and as always, Marisa did my hair. She’s been my hairstylist for a while now and I trust her completely. She gave me the most beautiful blonde color, exactly how I wanted it. Every time I go to her, she understands what I’m looking for and makes it happen. Her hands truly work magic. The entire team at the salon is amazing, so kind and welcoming. The energy there is always so positive and uplifting. I really recommend Joseph Salon to anyone who wants to feel confident and leave with hair and nails they love.",5,1748373682,8 months ago,en
ChIJl8KNv0AFdkgRWiYH-JQbAFs,"Honestly, the best salon I’ve ever been to! I couldn’t recommend them more. I came in having a bit of a hair crisis, and Marisa completely transformed my hair. Nivhh did an amazing job on my extensions—they look flawless! The whole team is so lovely, and I felt completely comfortable from start to finish.",5,1761860304,3 months ago,en
ChIJl8KNv0AFdkgRWiYH-JQbAFs,"I’ve been coming to this salon for a while now, and every visit is consistently amazing. Marisa Stefanes is an incredible colourist—she truly pays close attention to every detail and always gets my colour just right!
it's a complete game changer!
Neev takes such great care of my extensions; she’s gentle, meticulous, and always makes sure they look and feel perfect. And Joseph? His blow dries are outstanding.
They not only look flawless but somehow last for days! The whole team is professional, talented, and genuinely care about their clients. Highly recommend.",5,1744805302,9 months ago,en
ChIJl8KNv0AFdkgRWiYH-JQbAFs,"I had the best experience at Salon Joseph with Marisa! I came in with a total disaster of a hair color from another salon and had to get it fixed urgently. I needed it to be perfect and back to normal, which I know was not an easy task—but Marisa did it so seamlessly and perfectly without damaging my hair one bit. She truly worked magic! On top of that, she was the loveliest and sweetest person. If you’re looking for an expert colorist, I highly recommend Marisa and this salon.",5,1758042854,4 months ago,en
ChIJd5UzDC0bdkgR7hn5ii9Ytxo,"They almost send me hospital
Why They sell antihistamines behind the counter? . I am asthmatic and started to have an allergic episode randomly so I walked in there to get loratadine but they deny me one because I am pregnant putting at risk my life and my baby’s life. They asked me for prescription when those medicines do not need prescription.
Luckily Sainsbury next door sells them normally and I was able to get them and be safe.",1,1759522561,4 months ago,en
ChIJd5UzDC0bdkgR7hn5ii9Ytxo,"Shreeti in the opticians is wonderful, gave me lots of help choosing glasses and went above and beyond with her service. Thank you very much for your kindness :)",5,1757079856,5 months ago,en
ChIJd5UzDC0bdkgR7hn5ii9Ytxo,I hope the staff will treat foreign customers with the same politeness as local customers. The customer service needs to be improved.,1,1764626935,2 months ago,en
ChIJd5UzDC0bdkgR7hn5ii9Ytxo,"I think this is the pharmacy we visited before getting on Tottenham Court Road station. We walked in not knowing what a smint was and now we know what a smint is. Anyway self-checkout was easy, thanks",5,1754753850,6 months ago,en
ChIJd5UzDC0bdkgR7hn5ii9Ytxo,"I popped into this branch to purchase a chilly’s bottle today and Abdullah was so welcoming and helpful.
He made multiple trips in the store to help me find the correct bottle.
Other members of staff were also helpful in helping me find the correct item.
Very lovely people and great service!",5,1744462308,10 months ago,en
ChIJXZfStzAbdkgRdexzH4woce0,"Dropped by to use the Recycle at Boots scheme,the box is located near the entrance. Easily done - dropped off my recyclables and redeemed the voucher at time of check-out! Super easy 🙂",5,1769260570,a week ago,en
ChIJXZfStzAbdkgRdexzH4woce0,I got my flu shot here and it is very recommended. The staff is friendly and very helpful.,5,1761140026,3 months ago,en
ChIJXZfStzAbdkgRdexzH4woce0,"Horrible experience shopping here. I’m a long time customer of Boots and was in the area for work and popped in to pick up a few essentials for my trip.

Followed around by a creepy security guard - shame he didn’t pay enough attention to see me queue and pay for my items…
Luckily I opted for a receipt for the transaction as this security guard accosted me as I went to leave the store, demanding to know if I was going to pay for my items. Upon showing him my receipt he just turned away. No apology. When I asked him to inspect my receipt and acknowledge his mistake, he touched my arm without my consent.

This was a significantly unpleasant experience that made me feel very unsafe and not at all like a valued customer",1,1737919940,a year ago,en
ChIJXZfStzAbdkgRdexzH4woce0,"Brunswick Boots Pharmacy...Wowww....

I recommend everyone to visit here...

The whole team working here is amazing....

A big thank you to the pharmacist Riddni (I'm sure she's the team leader) who surprises me every time I visit here with her smile, professionalism, advice and always a good mood.

Once again, a big thank you to Riddni for the good emotions, advice and beautiful smile...

I will definitely visit here again....",5,1748437790,8 months ago,en
ChIJXZfStzAbdkgRdexzH4woce0,Got my flu jab from here for the first time and they were super courteous and understanding (I was very late due to cancelled trains). The pharmacist (Ms Mistry) was fantastic. Very friendly staff. Highly recommended.,5,1727172597,a year ago,en
ChIJZzZNfascdkgRwaqS4siwMhM,"I had my consultation with Sharen Cheema and I’m genuinely very impressed with her professionalism and honesty. She took the time to carefully assess my skin, explained everything clearly, and most importantly did not push me into any treatment that wasn’t suitable for my situation.

As my wedding is very close, Sharen honestly advised that certain treatments could increase the risk of pigmentation and recommended not proceeding right now, which I really appreciated. That level of honesty shows real care for the client, not just selling treatments.

She was calm, knowledgeable, reassuring, and answered all my questions properly. I felt listened to and confident in her advice. I will definitely return for treatment later when the timing is right.

Highly recommend Sharen Cheema for anyone looking for trustworthy, professional skin advice.",5,1766578912,a month ago,en
ChIJZzZNfascdkgRwaqS4siwMhM,"I had a great experience at the London Wall clinic. It is right next to Moorgate which is great to get to if you work in the city. I was seen by Faha who is always warm, attentive and diligent when carrying out all my treatments.",5,1768503923,3 weeks ago,en
ChIJZzZNfascdkgRwaqS4siwMhM,Excellent service from London Wall Clinic. Faha is very caring and listening to the client expectations. Will come back and would recommend. Thank you!,5,1769252003,a week ago,en
ChIJZzZNfascdkgRwaqS4siwMhM,"Had a lovely experience with Faha, she was super kind and mindful of my pain tolerance the whole session, and very knowledgeable. Definitely recommend the clinic and Faha 💗",5,1768644452,2 weeks ago,en
ChIJZzZNfascdkgRwaqS4siwMhM,"The bad things are that the clinic located in Ealing does not have the necessary laser for tattoo. I had to go to the center of London every time, but it was worth it, the guys treat each client very well and responsibly, the tattoo is almost invisible, almost everything was gone in 6 sessions.",4,1721407624,a year ago,en
ChIJpdxjkneOcUgRPKNIf8RFy64,"Pictures look the way better than place actually is. Everything is very tired. Not pleasant showers. Jacuzzi was not hot and didn't work properly. Pool is tiny, so you can't really swim there much. Sauna not very hot. Three stars only because staff is super super nice. Very lovely ladies are working there. But that s not enough for me to come back to the place again :)",3,1478708943,9 years ago,en
ChIJpdxjkneOcUgRPKNIf8RFy64,"Sadly, my experience is the same as many that have reviewed this place. I was brought a spa experience by a friend for Christmas. Trying to book this was a nightmare. Emails took over a week to respond to and with no way of calling and actually speaking to someone. Initially they tried telling me my voucher was out of date...(it wasn't). Once they admitted it was in date (3 weeks in to the process) they proceeded to tell me there were no packages left and I'd have to upgrade to a 'bonus' package. The email exchange was dismissive and at times rude. After agreeing to pay a £19.50 'admin' fee to upgrade I demanded confirmation in writing as something was not sitting right with me. Again, a week on I got confirmation that the fee was per person, which I had not agreed to. I requested they honoured the voucher that had been purchased but all I got back was a short.....I'm sorry, we cannot help you.
I have contacted the voucher company and they have refunded the value. They also informed me that they were no longer allowing this spa to advertise as there had been so many complaints.",1,1555614885,6 years ago,en
ChIJpdxjkneOcUgRPKNIf8RFy64,"If you're really fussy (the type of person who spends most of their holidays taking photos of their hotel room, to post on trip advisor once they get back) you're probably not going to like it. It's not exactly a luxurious/high end spa, and it could do with a bit of a renovation.

But if you're more down-to-earth, and just want a decent city centre pool/hot tub/sauna/steam room, you'll really like it. It's convenient, and has everything you need.",4,1536244922,7 years ago,en
ChIJpdxjkneOcUgRPKNIf8RFy64,"This place is terrible! Please please please if you’ve booked it via wowcher, exchange your deal to something else! It’s really not worth it and they lie. I bought my deal In September, and was refused to be given a booking. My deal was ending in February, and the lady (Rita) kept giving me weekdays which I couldn’t attend due to work. I tried to make early bookings in September for December and she still wouldn’t give me any although they were available. After a lengthy email, I was given the booking. When I got there, I was told I had to pay £30 for a facial which I wasn’t made aware of. I was told that if I didn’t pay for it, I wouldn’t receive any treatments. So me and my friend paid in the end. It was like we were literally bullied into it. Then we were asked to go into separate rooms to receive the massage. My friend had a terrible experience! Rather than making her feel relaxed and putting relaxing music on, the lady put on loud music about Jesus on with YouTube adverts in between. It’s quite sad we had to experience such a thing.",1,1544351957,7 years ago,en
ChIJpdxjkneOcUgRPKNIf8RFy64,"Poor customer service! 0 ratings. I booked a spa and treatment standard deal for 2 via wowcher more than a week before my birthday which the appointment was confirmed by both the booking admin staff at the spa and myself. 2 days before my birthday the woman at the spa who had booked me in cancelled my booking via email because they had ""reached their capacity"". When I replied saying why was my booking cancelled if my appointment slot was booked and reserved over a week ago, she rudely replied just saying ""It's busy"". No apology or valid explanation. This was a poor reason to cancel my booking last minute and both the woman who booked me in at was Angelsz and the manager who I spoke to just seemed unapologetic and did not seem to care that they had ruined my birthday plans. I suspect they probably gave my slot to another customer instead who booked after me. Who knows. I'm still waiting for my refund.",1,1544041334,7 years ago,en
ChIJATn6fcsEdkgR9Vkpe0n0ccs,"I had a great experience at the Boots on Long Acre! The store is clean, well-organized, and fully stocked with a wide range of health, beauty, and pharmacy products. The staff were very helpful and friendly — especially at the pharmacy counter, where they offered quick and professional service. Convenient location just a short walk from Covent Garden, perfect for both locals and visitors. Highly recommended!",5,1761576837,3 months ago,en
ChIJATn6fcsEdkgR9Vkpe0n0ccs,"Brilliant range of makeup and beauty products on the ground floor.

I popped in to get essentials on the 1st floor, which was quick, easy without a queue so I had 10 minutes to spare.

On my way out I had a little look. It was lovely browsing and the layout is great. Lots of testers and staff to help too.

It's a sign when I want to video it, as I like a place and think it's worth sharing. Hence the videos.

Also liked that the perfume testers weren't empty, as is the case in some Boots. :p",4,1749324959,8 months ago,en
ChIJATn6fcsEdkgR9Vkpe0n0ccs,"Hira was so helpful when I came 30 minutes before closing to repurchase my go to Dior concealer, that I ended up getting the foundation stick as well. ALL Boots staff that help sell an item should be getting commission, not only a few. She needs a bonus asap! 🙌🏼",5,1761867578,3 months ago,en
ChIJATn6fcsEdkgR9Vkpe0n0ccs,"Big store just outside tube station with beauty makeup and skincare at the bottle floor, also designer makeup brands, however the brand staff wasn’t present during weekday visit and boots staff is not familiar with them. Great upstairs pharmacy section and healthcare and more skincare. Store kept tidy and clean",4,1747091224,8 months ago,en
ChIJATn6fcsEdkgR9Vkpe0n0ccs,"Thanks Tania (the much helpful lady from Dior section) for helping me to get all these 61 Dior Addict for me. This is My one of the favourite 😍 one . And after hunting in almost every big names of oxford street and bond street, this covent garden store gave me my favourite shade of Dior Addict range.  Once again really appreciate you Tania for your kind gesture and cordial effort to find the shade for me.",5,1753471905,6 months ago,en
ChIJ5TZJmq0cdkgRRY2GEleEL04,"I had a fantastic experience at the Boots store in Liverpool Street Station today. SANA went above and beyond to help me find exactly the right products. She was incredibly attentive, patient, and genuinely consultative in her approach, which made a big difference.

It is rare to receive this level of personal care in a busy station store, and I would like to express my heartfelt thanks to her for the outstanding service. I will definitely be coming back.",5,1767365870,a month ago,en
ChIJ5TZJmq0cdkgRRY2GEleEL04,I have received best customer service ever today from Tahsina in Lizearl section. I usually buy body balm but today not only she was very friendly but informative and very helpful guided me through face creams and body wash that might be good for me. Thank you so much Tahsina. I apologise if I misspell ur name.,5,1764597068,2 months ago,en
ChIJ5TZJmq0cdkgRRY2GEleEL04,"Worst customer service ever. I went to Boots and noticed that the prices of certain products, like the Ceramic Ve 454g cream, were misleading. The actual price in most London stores is around £17.50, but Boots had increased it to £19.50 and then added a “discount” to make it look like a good deal. This feels dishonest and misleading to customers.
When I raised the issue with the manager, she was extremely unprofessional, rude, and lacked basic customer service knowledge. It’s disappointing that Boots hires staff who are clearly untrained and uneducated in handling customer concerns. A manager should know how to communicate respectfully, especially when a customer is raising a valid point.
I’ve attached a photo for reference so others can compare the prices themselves.",1,1761653220,3 months ago,en
ChIJ5TZJmq0cdkgRRY2GEleEL04,"Went yesterday in an emergency for some supplies, and I can't recognise Shipna enough as a lovely, kind and helpful member of Boots ! Honestly very knowledgeble and full of great advice in what she does. Lastly, I had a panic attack which I didn't expect to be handled with such hamanity and care.

I hope she is recognised and wish her the best x",5,1765724753,a month ago,en
ChIJ5TZJmq0cdkgRRY2GEleEL04,"I love this Boots shop. It is bigger than expected and has loads of products. They have photo printing service, over 40s free health MOT , you can recycle your beauty supplies and student discounts. They have usual offerings too such as: loads of make up counters, travel items like headphones, dental items, bathroom items, hair items, baby products, meal deals, snacks etc. there are self service checkouts so things move quickly.",5,1740180345,11 months ago,en
ChIJ0_6SKc0EdkgRzurxbB0vQ4g,"Absolutely incredible balayage! Fairy has done my balayage twice now and both were absolutely stunning. She knew exactly what I wanted and I genuinely could not be happier with her work. The second time I came in with my natural hair colour (dark brown) and she lifted it beautifully to bright blonde in only 2.5 hours including cut & blowdry. She is also so kind and the whole team are very welcoming, I would highly recommend!!",5,1756481972,5 months ago,en
ChIJ0_6SKc0EdkgRzurxbB0vQ4g,"I’ve now been to see Fairy 4 times, after 10 years in London I’d never been happy with any hairdressers I’d used before - until now 🙌🏻
I’ve had blonde balayage every time and it’s always been superb and exactly what I’ve asked for! The cuts and styling have always been exactly what I’ve asked for too - Fairy does an amazing job! The entire team are all so welcoming and kind on top of all being excellent at their craft! This place is an absolute gem and I’ve referred friends here who have had the same positive experience.
Fairly priced, excellent colour and cuts, efficient and friendly - you won’t find a better hairdressers!!",5,1767295834,a month ago,en
ChIJ0_6SKc0EdkgRzurxbB0vQ4g,"Came here for a last minute blowout and I was impressed! The hairdresser May is amazing! Such a professional, left me looking like a hair commercial model! Loved it, obsessed, would definitely come back!",5,1765559825,a month ago,en
ChIJ0_6SKc0EdkgRzurxbB0vQ4g,"I had my hair cut today from long to a bob, and I couldn't recommend my experience more. The staff are friendly, funny and welcoming, they washed my hair quickly on arriving, gave me a place to hang my coat and I was seen by my stylist very soon. The haircut she gave me what very close to the reference picture, but with a few recommended alterations to suit my hair type/face shape which showed she was very knowledgable. She was very lovely, kept complimenting me and asking me questions about myself and was clearly very talented at her craft. The whole experience lasted about 30 mins which I was shocked at- perfect for me as I don't usually love sitting in the hairdressers for ages! This was my first time at Hair by Fairy and definatley not the last!!",5,1767025777,a month ago,en
ChIJ0_6SKc0EdkgRzurxbB0vQ4g,"I’ve been coming to Hair By Fairy for waxing and eyebrow threading for the past 7 years because of the wonderful service that Ingy provides. Not only is she always smiley and happy to see her clients, but she also takes her time to give you the exact results that you would like to see. She is patient, efficient, pays attention to detail and knows exactly what her clients need without them having to ask. I cannot recommend her enough.",5,1765816404,a month ago,en
ChIJ4aBEaRYFdkgR_-PKHHwC0fs,"Meant to have a 45 min facial which only lasted 20 mins. The customer service was terrible, started late, left me by myself constantly and didn't wipe the product off my face properly",1,1696684731,2 years ago,en
ChIJ4aBEaRYFdkgR_-PKHHwC0fs,he,5,1417546707,11 years ago,en-US
ChIJA-kKOzMFdkgR1SoOq1ZWXNc,"wondered in as part of my London exploration, and as someone who’s only ever heard of super drug online, I was literally a kid at a candy store. the place was decently big, with displays of brands I can never get back in my own country. there were some pretty good deals too and staff were super friendly.

the bus stop outside is also really convenient!",5,1763940510,2 months ago,en
ChIJA-kKOzMFdkgR1SoOq1ZWXNc,"During my visit to Superdrug, Evelyn was very helpful and supportive. She was friendly and took the time to understand what I needed, which made choosing the right products much easier. Her recommendations were relevant, and the overall shopping experience was smooth and pleasant.",5,1768517473,3 weeks ago,en
ChIJA-kKOzMFdkgR1SoOq1ZWXNc,"I had such a great experience at Superdrug! Roma was incredibly helpful and went above and beyond to assist me. She was friendly, knowledgeable, and made sure I found exactly what I needed. It’s always nice to meet someone who genuinely cares about customer service. Thank you, Roma, for all your help you made my visit so much easier and enjoyable! We found incredible offers will recommend for my family and friends

Highly recommend Superdrug,!!",5,1759619155,4 months ago,en
ChIJA-kKOzMFdkgR1SoOq1ZWXNc,"Great store. Good service.
I’d like to give positive feedback for Muhammad, the customer assistant at the checkout. He was very nice, friendly, and helpful. Even at the end of the day, he remained polite and kind to me. I really appreciated his great attitude and service.",5,1761624383,3 months ago,en
ChIJA-kKOzMFdkgR1SoOq1ZWXNc,I visit to the superdrug marble arch yesterday and we mert the bery nice lady there her name was mim and she helped me to make the bundle from revolution. The way she helped me was really helpful and professional thanks for her again. It was my pleasure to met her there,5,1766407803,a month ago,en
ChIJ2fKJekIEdkgR3rZnLOTuv1k,I would love to review the products purchased and paid for over two weeks ago if Evri could deliver them. I have been waiting over 2 weeks for the delivery and/or refund on the purchase bought and paid for appalling customer service with telephone number that does not get answered,1,1765453846,a month ago,en
ChIJ2fKJekIEdkgR3rZnLOTuv1k,Am a big fan of their detangling hairbrush...finally got my own as kept borrowing it from my sweetheart. The palm-friendly shape is great too and one thing not mentionned on the box is that it provides too a gentle head&sclap massage! ^^,5,1739703086,11 months ago,en
ChIJ2fKJekIEdkgR3rZnLOTuv1k,"Best experience from their customers support department…I had some issues with my country’s customs service and my order and they helped solve the issue immediately..helpful,trustworthy, reliable!!! Great company
And their products very high end with great quality",5,1667031516,3 years ago,en
ChIJ2fKJekIEdkgR3rZnLOTuv1k,These brushes are AMAZING ❤️🧡💛,5,1560581108,6 years ago,en
ChIJ2fKJekIEdkgR3rZnLOTuv1k,Very good items 👌🏻,5,1665866839,3 years ago,en
ChIJq6QX4MwEdkgRds2Nw_ZbJxs,Loved this spa ! I booked it on the day and it was definitely one of the best spas I’ve visited in London! The entire area is so nice and clean and the staff are so attentive. Would definitely come back !,5,1759236907,4 months ago,en
ChIJq6QX4MwEdkgRds2Nw_ZbJxs,"Customer Service - 9/10. The staff were nice polite and courteous throughout. They also serve a lovely biscoff tasting tea.
Ambience - 8/10. The place smelled lovely and the soothing music was calming and relaxing.
Spa facilities - 5/10 - I felt they were basic and nothing extraordinary. They worked just fine though.
Thai Massage - 10/10. Loved the intensity and felt the impact throughout my body. I wanted hard and got exactly that.",4,1767380330,a month ago,en
ChIJq6QX4MwEdkgRds2Nw_ZbJxs,"So pleased i booked this spa! 2 mins from the station (charing cross), very good service from the receptionist. Small changing room but has everything you need. The milk soak experience was amazing! The massage with Maria was brilliant also. I even had the spa to myself for 30 mins on a Saturday afternoon. Good value!",5,1643707948,4 years ago,en
ChIJq6QX4MwEdkgRds2Nw_ZbJxs,Just had a wonderful Signature Thai Retreat: 60 minutes Thai massage and 30 minutes Foot Massage. The woman at the front desk listened to my medical issues and recommended Patrick. He was excellent: a true healer. Very powerful but skilled. Every joint in my body feels relaxed and released. I have had many Thai massages over the years and this is one of the best. I always try to come to Thai Square Spa when visiting London. They are truly excellent!,5,1698606005,2 years ago,en
ChIJq6QX4MwEdkgRds2Nw_ZbJxs,"I was in London for vacation and needed a massage after my flight. I walked into the spa and they were able to give me an appointment same day. I had an amazing neck, back and shoulder massage! The environment is relaxing, you can rest and drink tea in a zen environment while waiting for your massage!",5,1570658265,6 years ago,en
ChIJTdfvSWUFdkgRu9ZXUoK7xNU,"Peaceful and healing facial, 100% relaxing, the therapist is truly amazing.
Products are great too, my skin felt much better after treatment.",5,1735077793,a year ago,en
ChIJTdfvSWUFdkgRu9ZXUoK7xNU,"Placed an order 78214 with them over Christmas paid for express delivery and product just arrived yesterday. Has to be the worst customer service experience - still no response to my chat, email or WhatsApp, surely they have a process to handle customer queries? These products aren’t cheap and if they want to keep their loyal customers happy then they need to fix poor quality service.",1,1767789801,a month ago,en
ChIJTdfvSWUFdkgRu9ZXUoK7xNU,"I had the most wonderful experience at The Organic Pharmacy Clinic in Chelsea! From the moment I walked in, I was welcomed by warm and knowledgeable staff who made me feel completely at ease. The space is beautifully designed - calm, clean, and luxurious, with a real focus on wellness.

I booked a facial treatment and was genuinely impressed by the expertise of the therapist. She took the time to understand my skin concerns and tailored the treatment perfectly. My skin felt instantly refreshed, glowing, and hydrated, hands down one of the best facials I’ve ever had!

Highly recommend to anyone looking for a results-driven yet relaxing beauty and wellness experience. I’ll definitely be back and check their product range next!",5,1747916552,8 months ago,en
ChIJTdfvSWUFdkgRu9ZXUoK7xNU,"Unfortunately I did not get the product because the organic pharmacy did not include the correct forms when sending the package. They responded once, then ghosted me. I was super understanding of the situation - mistakes happen - but think it’s unprofessional to leave someone on read when they could have easily helped me resolve the error. I never leave reviews, but am still dealing with ups 2 weeks after the promised shipping date, so hoping that they’ll see this and respond.",1,1762306419,3 months ago,en
ChIJTdfvSWUFdkgRu9ZXUoK7xNU,I love this company. Their products are sublime. Their black Friday purchases are fabulous. I swear I look younger 😅 ❤️,5,1764164722,2 months ago,en
ChIJibNxJkMbdkgRtwnS0bOqH4k,I'm leaving tomorrow for a South East Asia trip and was so busy at work that I couldn't get the vaccinations yet. I was super lucky that Onsie (I probably misspell her name - sorry) was there - her colleagues insisted that I need to book online and that everything is booked out for tomorrow but she overheard my conversation and came to rescue and she was so friendly as well! So so happy that I can get my vaccinations in time!,5,1769459936,a week ago,en
ChIJibNxJkMbdkgRtwnS0bOqH4k,"Don’t collect your prescriptions from here. This is the second month in a row where I’m out of medication in between months.

They completely ignore their phone lines and when confronted all they do is shrug. It’s better to have the phone go straight to voicemail than to hold false hope for people trying to get in touch with their *PHARMACY* - really shows a lack of regard for their patients. 2/16 of my calls were successful in the past month and both times were when I had to contact the opticians to ask them to tell their pharmacy team to pick up.",1,1765441953,a month ago,en
